walkerId,totalWalks,firstWalk,lastWalk,signupTime,didDemandOrWalk,lifetime,averageLifetime,averageWalk,firstWalkAfterSignup,firstWalkinWeek,lastMonthWalks,activityTag,differentDistrictCount,activeLifeTime,totalActiveDayCount,walkFrequency,dailyWalkAverage,totalDemandCount,last30DaysDemandCount,weeklyAverageDemandCount
6f370617-b82a-489f-900a-23f1b8618896,4.0,2020-03-05 18:44:09.171,2020-03-16 13:30:00.000,2020-03-04 19:18:56.107,Yes,11.0,Less,Less,0.0,No,0.0,NotActive,1.0,10 days 18:45:50.829000,0 days 02:48:40.023000,92.05026796875858,34.15012001454937,0.0,0.0,0.0
cdce991a-87be-42b5-a5d1-49fd317dfa9d,,,,2019-01-02 17:22:28.748,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
5ee69b19-4137-4901-86e5-2a7dacf1a47f,5.0,2019-01-05 17:00:00.000,2020-09-17 15:00:00.000,2019-01-02 17:19:01.693,Yes,623.0,More,Less,2.0,No,0.0,NotActive,1.0,620 days 22:00:00,-1 days +19:02:05.810000,-3001.377964539932,-24.16892737517057,3.0,0.0,0.033820963629043084
78321f69-8ef5-4087-be81-9c06ce4f484f,3.0,2020-12-31 07:00:00.000,2021-01-05 07:00:00.000,2020-12-28 15:45:46.492,Yes,7.0,Less,Less,2.0,No,0.0,NotActive,1.0,5 days 00:00:00,0 days 01:31:09.129000,78.98881156396202,47.39328693837721,3.0,0.0,4.2
4b508690-9245-4b65-9768-d0d2c1326df3,,,,2020-04-20 15:44:43.985,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
7dc5cb1c-8999-4438-8581-4064a32a2fa2,,,,2020-06-25 12:45:10.381,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
e9f8d28c-d3a2-450e-a724-f018d67f0f39,,,,2019-08-27 12:01:37.564,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
d0771e8d-6639-451d-a86f-f19c73ad3d0d,,,,2020-12-28 15:33:18.528,Yes,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,10.0,1.0,NaN
3752eec4-446d-4bb1-a2ba-09cf44d42464,,,,2019-12-28 17:38:23.636,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
753d3312-af63-497d-aaae-efeddd7bf5e6,4.0,2020-03-12 04:30:00.000,2020-03-16 04:30:00.000,2020-02-21 14:25:38.330,Yes,23.0,Less,Less,19.0,No,0.0,NotActive,2.0,4 days 00:00:00,0 days 03:19:06.823000,28.92819287604746,28.92819287604746,0.0,0.0,0.0
b16124ba-665e-4235-bd33-72ce63624708,2.0,2021-01-15 16:45:00.000,2021-02-05 16:45:00.000,2021-01-12 15:00:15.336,Yes,24.0,Less,Less,3.0,No,0.0,Active,2.0,21 days 00:00:00,0 days 01:31:17.924000,331.22036742386354,31.54479689751081,9.0,1.0,3.0
1e2c2fda-f2f0-425a-8378-90af1cb7102e,18.0,2019-07-11 17:00:00.000,2019-09-29 07:00:00.000,2019-07-01 15:05:49.917,Yes,89.0,More,Less,10.0,No,0.0,NotActive,1.0,79 days 14:00:00,-25 days +09:12:32.398000,-3.2329537826471872,-0.7312230545044948,0.0,0.0,0.0
5100f56f-bd11-425f-93b8-be62e05b42c0,10.0,2020-02-05 15:50:29.714,2020-08-18 18:30:00.000,2020-02-03 12:25:57.090,Yes,197.0,More,Less,2.0,No,0.0,NotActive,1.0,195 days 02:39:30.286000,1 days 22:27:16.404000,100.80084169951417,5.166339261875064,6.0,0.0,0.21526233842926185
d15cb74d-21be-404e-bbae-397763f541be,,,,2019-04-15 20:54:42.567,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
dfb2ced6-d218-4a99-9069-4ec37dda0723,,,,2019-02-19 11:08:17.536,No,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,0.0,0.0,NaN
87b3ac7d-fa36-4ac8-97d1-22f860aa4cc4,1.0,2020-01-31 09:00:00.000,2020-01-31 09:00:00.000,2020-01-15 08:41:55.387,Yes,16.0,Less,Less,16.0,No,0.0,NotActive,1.0,0 days 00:00:00,0 days 00:33:59.832000,0.0,42.35642935300554,0.0,0.0,NaN
75847106-5da8-4d51-a9fc-5fa65cef70e1,,,,2020-10-05 12:50:06.821,Yes,,NaN,,,No,0.0,NotActive,,,0 days 00:00:00,0.0,0.0,8.0,0.0,NaN
4edaa96e-cbb9-4c16-a054-d1eff1175cd7,9.0,2019-10-01 15:00:00.000,2019-10-17 18:00:00.000,2019-09-13 14:55:20.005,Yes,34.0,Less,Less,18.0,No,0.0,NotActive,2.0,16 days 03:00:00,0 days 12:03:00.147000,32.11607374221208,17.925250460769533,0.0,0.0,0.0
