yearMonth,walkerId,firstService,returnFromLoss,returnFromPassive,retained
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,d005408b-e621-42f5-ad47-6d05f71812ff,0,0,0,1
2020-02,d005408b-e621-42f5-ad47-6d05f71812ff,0,0,0,1
2020-02,d005408b-e621-42f5-ad47-6d05f71812ff,0,0,0,1
2020-02,d005408b-e621-42f5-ad47-6d05f71812ff,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,6adc277d-fe09-4c7a-87b2-53b365851b17,0,0,0,1
2020-02,6adc277d-fe09-4c7a-87b2-53b365851b17,0,0,0,1
2020-02,6adc277d-fe09-4c7a-87b2-53b365851b17,0,0,0,1
2020-02,6adc277d-fe09-4c7a-87b2-53b365851b17,1,0,0,0
2020-02,cb4b8e4b-de4c-4f86-91d9-f92d603ba522,0,0,0,1
2020-02,cb4b8e4b-de4c-4f86-91d9-f92d603ba522,0,0,0,1
2020-02,cb4b8e4b-de4c-4f86-91d9-f92d603ba522,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,0a6f804f-9f05-4f8e-bb39-72b6b5fc8f2e,0,0,0,1
2020-02,0a6f804f-9f05-4f8e-bb39-72b6b5fc8f2e,0,0,0,1
2020-02,6566e443-ca95-4022-8ca6-0dd030b2179a,0,0,0,1
2020-02,2fbe72ff-7d56-441f-832f-88fd47e66e1d,0,0,0,1
2020-02,2fbe72ff-7d56-441f-832f-88fd47e66e1d,0,0,0,1
2020-02,2fbe72ff-7d56-441f-832f-88fd47e66e1d,1,0,0,0
2020-02,23e93576-fa5f-4660-a5de-f9a74ec2433a,0,0,0,1
2020-02,23e93576-fa5f-4660-a5de-f9a74ec2433a,0,0,0,1
2020-02,23e93576-fa5f-4660-a5de-f9a74ec2433a,0,0,0,1
2020-02,23e93576-fa5f-4660-a5de-f9a74ec2433a,0,0,0,1
2020-02,31472bf8-fb72-48ac-b44e-1eaf0d2da223,0,0,1,0
2020-02,31472bf8-fb72-48ac-b44e-1eaf0d2da223,0,0,0,1
2020-02,31472bf8-fb72-48ac-b44e-1eaf0d2da223,0,0,0,1
2020-02,31472bf8-fb72-48ac-b44e-1eaf0d2da223,0,0,0,1
2020-02,ae625ba1-2c16-4a3b-a61c-f067a36567b9,0,1,0,0
2020-02,ae625ba1-2c16-4a3b-a61c-f067a36567b9,0,1,0,0
2020-02,cabe81c4-326b-4566-88d1-28e4b4daa401,1,0,0,0
2020-02,2fbe72ff-7d56-441f-832f-88fd47e66e1d,0,0,0,1
2020-02,cabe81c4-326b-4566-88d1-28e4b4daa401,0,0,0,1
2020-02,88571943-49eb-46fd-8631-9101bd3acc13,0,0,0,1
2020-02,88571943-49eb-46fd-8631-9101bd3acc13,0,0,0,1
2020-02,88571943-49eb-46fd-8631-9101bd3acc13,0,0,0,1
2020-02,6566e443-ca95-4022-8ca6-0dd030b2179a,0,0,0,1
2020-02,6566e443-ca95-4022-8ca6-0dd030b2179a,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,6566e443-ca95-4022-8ca6-0dd030b2179a,0,0,0,1
2020-02,6566e443-ca95-4022-8ca6-0dd030b2179a,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,b07ebb83-03e0-4615-9075-7c794a6f6d8d,0,0,0,1
2020-02,7594081d-eeef-41d3-b26e-c92e73c11863,0,0,0,1
2020-02,6566e443-ca95-4022-8ca6-0dd030b2179a,0,0,0,1
2020-02,6566e443-ca95-4022-8ca6-0dd030b2179a,0,0,0,1
2020-02,5100f56f-bd11-425f-93b8-be62e05b42c0,1,0,0,0
2020-02,b38df00e-1609-4ccb-b83c-cccc6040aa8a,0,0,0,1
2020-02,b38df00e-1609-4ccb-b83c-cccc6040aa8a,0,0,0,1
2020-02,b28bb016-bb4f-4e02-892f-3694cd9a90f5,1,0,0,0
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,e8d44c7f-ba73-417d-ac68-f35011518ed2,1,0,0,0
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,9717e4ec-b3ea-423b-9773-3eeed3979ec0,0,0,1,0
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,e828f6ff-de96-472d-af1b-507816911357,1,0,0,0
2020-02,e828f6ff-de96-472d-af1b-507816911357,0,0,0,1
2020-02,e828f6ff-de96-472d-af1b-507816911357,0,0,0,1
2020-02,e828f6ff-de96-472d-af1b-507816911357,0,0,0,1
2020-02,e828f6ff-de96-472d-af1b-507816911357,0,0,0,1
2020-02,e828f6ff-de96-472d-af1b-507816911357,0,0,0,1
2020-02,e828f6ff-de96-472d-af1b-507816911357,0,0,0,1
2020-02,e828f6ff-de96-472d-af1b-507816911357,0,0,0,1
2020-02,e828f6ff-de96-472d-af1b-507816911357,0,0,0,1
2020-02,e828f6ff-de96-472d-af1b-507816911357,0,0,0,1
2020-02,e828f6ff-de96-472d-af1b-507816911357,0,0,0,1
2020-02,69c8a4a5-5045-413a-b207-f7a4318e8ee7,1,0,0,0
2020-02,69c8a4a5-5045-413a-b207-f7a4318e8ee7,0,0,0,1
2020-02,96c2a657-cd20-4561-a6b0-cc62b11ca4e6,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,96a84d46-4c33-4b11-b347-4f9858eeadbb,0,0,0,1
2020-02,96a84d46-4c33-4b11-b347-4f9858eeadbb,0,0,0,1
2020-02,96a84d46-4c33-4b11-b347-4f9858eeadbb,0,0,0,1
2020-02,96a84d46-4c33-4b11-b347-4f9858eeadbb,0,0,0,1
2020-02,65ae08e3-9d6e-4480-89c8-8499c0c93353,1,0,0,0
2020-02,65ae08e3-9d6e-4480-89c8-8499c0c93353,0,0,0,1
2020-02,96a84d46-4c33-4b11-b347-4f9858eeadbb,0,0,0,1
2020-02,09e59ced-1172-4744-a2bb-eb68ae83041c,0,0,1,0
2020-02,09e59ced-1172-4744-a2bb-eb68ae83041c,0,0,0,1
2020-02,bd056b3e-6c15-4179-b5d1-0dd68ae17c59,0,0,0,1
2020-02,bd056b3e-6c15-4179-b5d1-0dd68ae17c59,0,0,0,1
2020-02,bd056b3e-6c15-4179-b5d1-0dd68ae17c59,0,0,0,1
2020-02,8f76b58d-2989-4e97-97d4-1b6f749842aa,1,0,0,0
2020-02,624dcfc9-751c-40cf-8cdf-b2c5173498b0,0,0,0,1
2020-02,e564cc90-8591-457c-bbae-a0b6b226ec5e,1,0,0,0
2020-02,624dcfc9-751c-40cf-8cdf-b2c5173498b0,0,0,0,1
2020-02,624dcfc9-751c-40cf-8cdf-b2c5173498b0,1,0,0,0
2020-02,bcb22869-d162-4581-b195-0efdd88a94d8,1,0,0,0
2020-02,01d9cdcd-c770-4d29-8ca5-dd0770962b67,0,0,0,1
2020-02,01d9cdcd-c770-4d29-8ca5-dd0770962b67,1,0,0,0
2020-02,4574e5f0-d881-494f-b011-2ed19d89a269,0,0,0,1
2020-02,4574e5f0-d881-494f-b011-2ed19d89a269,1,0,0,0
2020-02,96f4e5b7-c639-453f-930b-761f49fab1fb,0,0,0,1
2020-02,96f4e5b7-c639-453f-930b-761f49fab1fb,1,0,0,0
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,624dcfc9-751c-40cf-8cdf-b2c5173498b0,0,0,0,1
2020-02,c3c844fb-3f2c-4929-9315-8fac63949d05,0,1,0,0
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,f5fa0a11-0238-44b4-b3fa-dd6b196b7d51,0,0,0,1
2020-02,f5fa0a11-0238-44b4-b3fa-dd6b196b7d51,0,0,0,1
2020-02,f5fa0a11-0238-44b4-b3fa-dd6b196b7d51,0,0,0,1
2020-02,f5fa0a11-0238-44b4-b3fa-dd6b196b7d51,0,0,0,1
2020-02,f5fa0a11-0238-44b4-b3fa-dd6b196b7d51,0,0,0,1
2020-02,f5fa0a11-0238-44b4-b3fa-dd6b196b7d51,0,0,0,1
2020-02,f5fa0a11-0238-44b4-b3fa-dd6b196b7d51,0,0,0,1
2020-02,f5fa0a11-0238-44b4-b3fa-dd6b196b7d51,1,0,0,0
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,28f6eb84-a0ea-4ab2-b53c-b5949cb71caa,0,1,0,0
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,4abb9fd3-3e68-43ac-949f-de48fd372af3,0,0,0,1
2020-02,4abb9fd3-3e68-43ac-949f-de48fd372af3,0,0,0,1
2020-02,7d6f12b0-7913-4a58-a6db-ff113ffa5cf2,0,0,0,1
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,de14a524-b26f-4eb7-8b6d-112d3abdeee2,0,0,0,1
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,4283c2d8-16bc-44ee-9829-ca020804ae4f,0,0,0,1
2020-02,4283c2d8-16bc-44ee-9829-ca020804ae4f,0,0,0,1
2020-02,4283c2d8-16bc-44ee-9829-ca020804ae4f,1,0,0,0
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,c7a1c074-4ac3-4381-9f56-d2b11c1076ac,0,0,0,1
2020-02,96c2a657-cd20-4561-a6b0-cc62b11ca4e6,0,0,0,1
2020-02,96c2a657-cd20-4561-a6b0-cc62b11ca4e6,0,0,0,1
2020-02,96c2a657-cd20-4561-a6b0-cc62b11ca4e6,0,0,0,1
2020-02,96c2a657-cd20-4561-a6b0-cc62b11ca4e6,0,0,0,1
2020-02,96c2a657-cd20-4561-a6b0-cc62b11ca4e6,0,0,0,1
2020-02,96c2a657-cd20-4561-a6b0-cc62b11ca4e6,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,fe9073d4-b8f3-4f4e-a9f0-5f9e78a02576,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,7d6f12b0-7913-4a58-a6db-ff113ffa5cf2,1,0,0,0
2020-02,96c2a657-cd20-4561-a6b0-cc62b11ca4e6,0,0,0,1
2020-02,96a84d46-4c33-4b11-b347-4f9858eeadbb,0,0,0,1
2020-02,96a84d46-4c33-4b11-b347-4f9858eeadbb,0,0,0,1
2020-02,96a84d46-4c33-4b11-b347-4f9858eeadbb,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,e002a8d5-28f2-4b23-ac91-5cbe60037419,1,0,0,0
2020-02,e002a8d5-28f2-4b23-ac91-5cbe60037419,0,0,0,1
2020-02,47d632fa-b1c9-4710-b0ae-f7eb5593d41b,1,0,0,0
2020-02,47d632fa-b1c9-4710-b0ae-f7eb5593d41b,0,0,0,1
2020-02,47d632fa-b1c9-4710-b0ae-f7eb5593d41b,0,0,0,1
2020-02,47d632fa-b1c9-4710-b0ae-f7eb5593d41b,0,0,0,1
2020-02,47d632fa-b1c9-4710-b0ae-f7eb5593d41b,0,0,0,1
2020-02,47d632fa-b1c9-4710-b0ae-f7eb5593d41b,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,b28bb016-bb4f-4e02-892f-3694cd9a90f5,0,0,0,1
2020-02,b28bb016-bb4f-4e02-892f-3694cd9a90f5,0,0,0,1
2020-02,0f09ab6a-d059-41b3-88c3-5d3fe88beb6c,0,0,0,1
2020-02,f92847c9-a12a-48d6-b8e5-24b877dbcc5a,0,0,0,1
2020-02,f92847c9-a12a-48d6-b8e5-24b877dbcc5a,0,0,0,1
2020-02,97941ac2-dee8-4590-a02b-71457f2d2d63,1,0,0,0
2020-02,f92847c9-a12a-48d6-b8e5-24b877dbcc5a,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,a0abca1d-eb72-43db-a88b-85e6fc76c4de,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,d2bd5411-3391-4ed7-92b0-e8628c9f93b2,1,0,0,0
2020-02,70cc0f2c-1df4-4054-994f-9464dc319991,0,0,0,1
2020-02,70cc0f2c-1df4-4054-994f-9464dc319991,0,0,1,0
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,0b887fa2-3016-4bdd-912f-e26e7bacb3c4,0,0,0,1
2020-02,a0abca1d-eb72-43db-a88b-85e6fc76c4de,0,0,0,1
2020-02,a0abca1d-eb72-43db-a88b-85e6fc76c4de,0,0,0,1
2020-02,a0abca1d-eb72-43db-a88b-85e6fc76c4de,0,0,0,1
2020-02,a9bcd7e9-5a4d-44e5-953c-8dae21c614dd,0,1,0,0
2020-02,4c6b612d-2ec2-403e-a826-c0322876efc6,0,0,0,1
2020-02,4c6b612d-2ec2-403e-a826-c0322876efc6,0,0,0,1
2020-02,4c6b612d-2ec2-403e-a826-c0322876efc6,0,0,0,1
2020-02,4c6b612d-2ec2-403e-a826-c0322876efc6,0,0,0,1
2020-02,4c6b612d-2ec2-403e-a826-c0322876efc6,0,0,0,1
2020-02,4c6b612d-2ec2-403e-a826-c0322876efc6,0,0,0,1
2020-02,4c6b612d-2ec2-403e-a826-c0322876efc6,0,0,0,1
2020-02,4c6b612d-2ec2-403e-a826-c0322876efc6,0,0,0,1
2020-02,f92847c9-a12a-48d6-b8e5-24b877dbcc5a,0,0,0,1
2020-02,f92847c9-a12a-48d6-b8e5-24b877dbcc5a,0,0,0,1
2020-02,f92847c9-a12a-48d6-b8e5-24b877dbcc5a,0,0,0,1
2020-02,f92847c9-a12a-48d6-b8e5-24b877dbcc5a,0,0,0,1
2020-02,f92847c9-a12a-48d6-b8e5-24b877dbcc5a,0,0,0,1
2020-02,d980f9e8-cee2-4355-8b99-b4572d2ef8cc,1,0,0,0
2020-02,f92847c9-a12a-48d6-b8e5-24b877dbcc5a,1,0,0,0
2020-02,4685f444-c409-433a-9bf5-4645e9ba51a4,0,0,0,1
2020-02,98c01671-0c01-4527-bbb3-59141b74b948,1,0,0,0
2020-02,98c01671-0c01-4527-bbb3-59141b74b948,0,0,0,1
2020-02,1e7c433d-70fa-4b25-9a94-92f46fbe4746,1,0,0,0
2020-02,1e7c433d-70fa-4b25-9a94-92f46fbe4746,0,0,0,1
2020-02,96a84d46-4c33-4b11-b347-4f9858eeadbb,0,0,0,1
2020-02,96a84d46-4c33-4b11-b347-4f9858eeadbb,0,0,0,1
2020-02,96a84d46-4c33-4b11-b347-4f9858eeadbb,0,0,0,1
2020-02,1d7be166-fdf9-4fe0-b0bf-b1c4a1b937f6,0,0,0,1
2020-02,1d7be166-fdf9-4fe0-b0bf-b1c4a1b937f6,0,0,0,1
2020-02,1d7be166-fdf9-4fe0-b0bf-b1c4a1b937f6,0,0,0,1
2020-02,1d7be166-fdf9-4fe0-b0bf-b1c4a1b937f6,0,0,0,1
2020-02,1d7be166-fdf9-4fe0-b0bf-b1c4a1b937f6,0,0,0,1
2020-02,1d7be166-fdf9-4fe0-b0bf-b1c4a1b937f6,0,0,0,1
2020-02,4685f444-c409-433a-9bf5-4645e9ba51a4,0,0,0,1
2020-02,557e8aa3-1612-4c86-adef-b23e2ac7e52e,0,0,0,1
2020-02,25119d6c-3166-4952-8f3e-4d92e2bb4cc3,1,0,0,0
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,bb340db9-4b95-40f5-a0d4-377f6fa634c5,1,0,0,0
2020-02,3c08efec-95e5-4899-b93f-59221443fa0b,1,0,0,0
2020-02,9038bf71-1166-4a85-8b67-0cd4c574677c,0,0,0,1
2020-02,9038bf71-1166-4a85-8b67-0cd4c574677c,0,0,0,1
2020-02,9038bf71-1166-4a85-8b67-0cd4c574677c,0,0,0,1
2020-02,eda49c4d-a35e-486d-9c97-33c89ef6f10b,0,0,0,1
2020-02,8cdedc96-0c25-484c-a7fc-7e5e87437912,1,0,0,0
2020-02,8cdedc96-0c25-484c-a7fc-7e5e87437912,0,0,0,1
2020-02,8cdedc96-0c25-484c-a7fc-7e5e87437912,0,0,0,1
2020-02,8cdedc96-0c25-484c-a7fc-7e5e87437912,0,0,0,1
2020-02,8cdedc96-0c25-484c-a7fc-7e5e87437912,0,0,0,1
2020-02,8cdedc96-0c25-484c-a7fc-7e5e87437912,0,0,0,1
2020-02,8cdedc96-0c25-484c-a7fc-7e5e87437912,0,0,0,1
2020-02,8cdedc96-0c25-484c-a7fc-7e5e87437912,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,eda49c4d-a35e-486d-9c97-33c89ef6f10b,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,1,0,0,0
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,36cb69df-5532-4700-9d43-474112f7b654,0,0,0,1
2020-02,eda49c4d-a35e-486d-9c97-33c89ef6f10b,0,0,0,1
2020-02,de14a524-b26f-4eb7-8b6d-112d3abdeee2,0,0,0,1
2020-02,a10de594-7162-46c3-9df4-fcfbc6371feb,1,0,0,0
2020-02,de14a524-b26f-4eb7-8b6d-112d3abdeee2,0,0,0,1
2020-02,724a7e2f-4e64-4828-9654-4fb94d3c6be3,0,0,0,1
2020-02,724a7e2f-4e64-4828-9654-4fb94d3c6be3,0,0,0,1
2020-02,724a7e2f-4e64-4828-9654-4fb94d3c6be3,0,0,0,1
2020-02,724a7e2f-4e64-4828-9654-4fb94d3c6be3,0,0,0,1
2020-02,724a7e2f-4e64-4828-9654-4fb94d3c6be3,0,0,0,1
2020-02,724a7e2f-4e64-4828-9654-4fb94d3c6be3,0,0,0,1
2020-02,45ec9e1d-36a8-4585-aa9e-2793d1559cab,0,0,0,1
2020-02,7fa04473-22d6-4b4e-815f-2b0080ca02d9,0,0,0,1
2020-02,7fa04473-22d6-4b4e-815f-2b0080ca02d9,0,0,0,1
2020-02,7fa04473-22d6-4b4e-815f-2b0080ca02d9,0,0,0,1
2020-02,7fa04473-22d6-4b4e-815f-2b0080ca02d9,0,0,0,1
2020-02,7fa04473-22d6-4b4e-815f-2b0080ca02d9,0,0,0,1
