walkerId,firstService,returnFromLoss,returnFromPassive,retained
9b4c37ab-8c3e-4403-bffc-6d5c13f7eb6a,3,2,0,3
f47cb35c-d536-49ea-afdf-94b0c141f436,3,0,0,5
64f7c445-964a-42ea-9ec2-5f1000fbf84b,4,0,1,4
74dc68e4-b3dc-46f7-92a3-3f58d1c3d282,3,0,0,17
07011c5d-2f51-4338-8758-6ddf96779057,1,2,0,0
a16b1646-a957-49e8-8ca4-8c64f3e7dec3,3,8,0,3
84cb3fa8-77f1-4206-a8e2-23c901bc67b7,12,0,0,12
6d3c4909-56c3-4764-8e72-5cec84a02d07,1,0,1,1
a478aa0c-ef66-4850-9572-721fe0f78028,10,10,5,27
7f6a0cfd-b94d-4bb6-9db8-d7c28eb03e7b,2,0,0,11
a5676828-5d96-4a25-b39a-87c08afcf285,9,1,3,25
c0fb1eda-f70f-4b96-a17d-c048d006a468,12,0,0,18
b28bb016-bb4f-4e02-892f-3694cd9a90f5,4,0,0,4
dc4b57bf-6669-4b26-a7b1-278092d56318,1,0,0,1
045cc0a5-afb1-4caa-9575-7faf6d3e1f69,15,0,0,17
44c758b3-8569-4fc4-9699-197cc3616427,5,0,4,8
0865813f-cede-4f57-964d-a9b9e48412e5,6,0,0,6
9c1f36d2-efc7-4b61-8999-f3cbeb71131f,8,1,0,8
237b4d88-0d2c-4889-9972-7b2ea4360a1e,1,3,10,16
5eb77e9a-707c-436b-967c-6ed1bd9913a8,7,0,0,15
e9cd019f-e72e-4c27-a5c6-8f9b11341359,1,1,0,0
8cdedc96-0c25-484c-a7fc-7e5e87437912,9,1,0,9
45a9df42-9ad9-4c89-865a-9596ecb43329,1,0,0,1
0cc6ac59-840b-4916-bea4-9e539d9cd85b,1,0,2,2
55bce13d-1ca1-4ba1-9c0e-724a9eb2c750,1,11,11,16
9074b063-0815-435f-9d57-a2d0fbcb5352,1,0,4,3
ec9fa1c3-1234-4c45-8a36-e5ce9dd7623d,4,0,2,12
bd274e1a-f2fd-40e1-b28d-4e1ab730e285,1,0,0,1
6c35a9a2-a329-444b-a1a8-7b4a65c0c579,3,0,0,14
36cb69df-5532-4700-9d43-474112f7b654,21,0,0,21
ed46a2c1-d3b8-412b-995b-2cded8636846,1,3,1,1
ae2292ab-275b-4ed6-9de6-2b1faecadcc6,3,0,0,3
3997c24c-b208-4a7d-9398-0b0132e1eef3,7,0,0,13
4c6b612d-2ec2-403e-a826-c0322876efc6,8,2,1,8
abdaa0de-9c9b-4978-97e7-a1a30ac09cd3,3,0,0,3
0ae2fb41-2a64-4016-888c-218f0fb3f215,4,0,0,4
4685f444-c409-433a-9bf5-4645e9ba51a4,9,0,0,10
98c01671-0c01-4527-bbb3-59141b74b948,2,0,0,2
1e7c433d-70fa-4b25-9a94-92f46fbe4746,1,0,0,1
a365363c-0f5d-4887-a91c-8375a383a5ef,5,0,0,10
e4384ae0-b4a2-4acd-96b1-f0c90ec0bdb5,3,0,0,3
81cae5ec-31c8-4287-a1bd-90aad87f030c,12,0,4,18
1a2fe502-38bf-4f83-a42d-63b59f5f9029,5,0,0,5
d3b044fb-37b5-444a-99dc-e82434031fb9,4,0,0,5
65ae08e3-9d6e-4480-89c8-8499c0c93353,3,0,0,3
e039f7b5-a50f-4e3a-b405-add136165fd2,2,0,0,2
e40caa78-aad5-423b-9c65-67568c868aa3,13,0,0,22
5376ecf7-6f46-4060-bc8e-894e690b2fa8,26,0,0,26
e6900ff8-129f-444f-ba86-04f8386b26b9,2,0,1,2
c0da83fe-c04a-4d0f-8dd6-6d4d2a610e61,1,0,0,1
4a92816e-bf87-4d71-ab46-984678eed942,3,0,0,3
3cb1a722-a633-4820-ad84-b7f642dcb3d5,1,0,1,1
c5ebaa84-5501-4c50-a141-56810cbf63b0,1,0,2,1
e828f6ff-de96-472d-af1b-507816911357,14,0,0,41
20e62a2c-80e7-432a-baba-bcbbb72ceb16,2,0,1,6
69c8a4a5-5045-413a-b207-f7a4318e8ee7,1,11,0,2
96c2a657-cd20-4561-a6b0-cc62b11ca4e6,7,0,0,9
3a1e122a-ae6f-4000-a65b-bfa86ee77340,2,0,0,2
8c195608-386a-4416-95a7-773a61e94bab,1,0,0,1
94f34fdb-6e1b-41ac-978b-43e042ae0f9b,5,1,0,5
d460476d-17bc-4671-ba23-c10c0d54dcb1,5,0,0,5
4389e4ea-be7c-4f62-9762-968b5ac42797,17,12,0,22
441a6b18-627f-4746-abc3-8e01ea942f1a,6,0,1,9
ba2f663a-4028-4ed2-99bf-39f55ebd0772,2,0,0,2
e05541e9-7560-42b7-85b8-9bf76ed5d345,3,2,0,3
50e4c53b-0607-46e0-b6fb-e496d62ca84e,1,1,1,1
1c8fb927-a12c-465d-b74b-ccaedeed17c1,1,0,7,7
f4a6bf75-c4df-49c8-8d2a-ae69445c9b33,8,0,0,8
a9f6aa36-9a70-4e46-a231-4d29d1c3568e,1,1,0,0
998e6ae4-33f6-46db-b16b-d791bb31122d,24,0,0,29
900ea748-cc3e-4df3-99bf-362daf255a1a,4,0,0,4
4ad3ddfc-e004-4e7c-abba-b450d5eb3062,5,0,0,16
a80dd726-7537-4970-8ee9-1c5c022ab6df,10,0,1,17
f39cdd73-19ab-4ee6-9f66-3fe16e9c3f02,4,0,0,4
0082cfc9-ce2f-47b1-a1ae-5e0c45f903b1,4,0,0,4
3216b53d-8398-48a1-b815-99b3c93dd1a2,2,15,0,4
1349ab3f-93bf-4cf8-8546-c82fb22113a0,1,1,1,3
72275c0a-f4f9-4c34-88f5-2f271795aedb,1,0,0,1
1f6c57c9-17bd-411b-ae40-374d840d3fde,8,0,6,13
bb0b7f51-643c-4418-ab83-454dc9d0d756,4,0,0,4
1e2c2fda-f2f0-425a-8378-90af1cb7102e,1,0,0,17
7672d351-21c2-434a-b607-30f850f3bd7f,4,0,0,10
0d0e6283-1d43-4dd1-8192-aa94727d653a,1,2,0,3
eca75eaf-a328-48cb-92ff-081ed4db4c9d,7,16,0,7
9c51bfed-4de7-4f1a-9097-ab780e68c299,4,0,0,4
90d84f83-f587-403f-bb4f-2a934671f300,2,0,0,2
e973adae-1ac3-4cec-9ee4-7fa2c752a10b,1,0,0,1
50d739ab-ffe6-41bf-bfca-dd2378e216eb,2,0,0,2
63dee8cc-a7af-4e65-95b7-f3fbbcb46fd7,15,0,0,15
d8986688-36c2-4d81-afba-64485fd7576b,16,0,0,16
9ef1ff5a-47b2-4ac8-a3c6-d359c4edc771,1,1,0,1
62ce8cce-9c48-448e-acbe-17341d80d4e7,6,0,0,6
7203309a-d092-4972-ac6e-2e6c64fd7e13,1,3,1,0
b9f84f99-c98b-40ea-b87c-380b888196af,2,0,0,2
66b0ad20-d812-44d4-94e5-c8333a8e3e60,1,2,0,0
3476c791-ba62-4125-9bb1-d416f042236f,8,6,6,17
90b9b727-3d6a-46cf-8953-907c96c7dbb3,13,0,5,17
a4dbdc69-6ca4-484f-ac30-12e416492716,4,2,0,4
87e77280-efce-4f16-a45e-3d838871cb93,5,0,0,5
692c42c0-29c0-46e4-be29-18407625b5e9,15,0,2,22
4edaa96e-cbb9-4c16-a054-d1eff1175cd7,8,0,0,8
174c9266-15a9-4c28-b6ba-8cc00f051620,7,6,0,7
5620e320-b070-40f7-b376-ebd3b94e8a64,3,0,0,3
83b7651f-cf77-4610-8d60-6eb4dc1b5fab,2,0,0,3
4c5050b3-ff5d-4788-bbeb-daaa40c4502e,2,0,0,2
54f3ee6f-ec65-40c0-a76d-903584eabb7a,12,0,0,22
f4182c6e-8d34-46cd-9a47-791af7988873,1,0,3,2
0a3ed11f-bd8a-4ce3-8d3e-c49b4bed057b,9,0,5,15
b358b83d-6599-4830-9bec-281eadb7f404,5,2,6,16
40653f3e-3cbb-4559-a729-cb2b09dc0932,10,0,2,13
6788d87f-469c-4cda-9d05-769e7f86c8fa,21,0,0,22
b6d33f5d-5173-4880-89ab-41116971cba9,1,0,4,5
15b1e241-299d-4287-a04e-9344b8774592,2,0,0,2
6794a092-4cf3-4261-ab16-9144b91d2911,1,1,0,0
2d3c01db-a804-4107-9cd5-b53bcf676551,1,4,0,2
8e91bf6e-ae30-49bc-bda8-9bc32080d280,6,0,0,6
20af75d7-9233-4157-9b13-2e3a334014bf,1,2,0,1
cd7dcb9f-6c27-4875-8890-ad6be75db4e0,1,0,0,1
af6f139f-6daf-4fbf-b585-013dd294e276,2,0,3,5
aaee34af-dde4-4d5c-b334-cc410d17d9ee,1,0,1,2
ecd2958b-c359-42e2-aa24-4a8986e2a7f2,9,0,0,15
99d14612-24a8-48c4-97b7-66d645ed375b,1,4,0,1
1c831af5-b330-4590-ad7e-8c961f4b7902,3,0,22,24
05a345a3-43ce-46e8-bcc3-5ac98180a0cb,1,0,0,3
78f4f3d6-d5b8-42cf-bb68-d54257a0c563,7,0,0,7
afc6dd20-4dcf-4370-8757-b5be921d29e4,4,0,3,6
3b03f819-4055-4d57-ab83-c52ee0eb2b13,1,0,0,21
5f54e91b-52cc-47e7-82b6-f465b2993d50,10,0,0,14
b8d11174-6a53-4183-8e86-e2e867a484c8,6,0,0,6
df62882e-46ce-43ff-9555-fadef5001e5f,5,2,0,6
a2424d49-9918-4d21-bb24-b93f53ec453c,9,0,0,9
9b065a64-6a2b-4400-b306-0e2d9fb9ed4d,1,0,0,1
2a08c522-6d47-4571-9aa4-0998deb6027b,9,0,0,9
7ca9c501-8472-410a-afe6-af6e66c5ef14,3,0,0,16
5239dedf-27c3-4024-a315-b9f2b631071d,1,0,0,1
8a0498f5-a3c5-4919-9d01-40b0aea0330b,5,0,0,5
47a65ad1-2164-48f6-a8cc-43b1d9240701,11,20,8,27
c5ea5f1d-e49b-4625-9fac-b4a5041d5fcf,1,0,4,8
4ad05549-de34-4287-9588-20cc3d152d05,1,0,0,1
b3b9ad7d-c1e5-4ed0-aedc-10e4e099208b,3,0,0,3
6ae11ded-44c7-4e78-a07f-44c5969003ad,1,5,0,0
bdbfcc00-4a5f-46c7-bf99-4cd0174f04a9,14,0,0,14
abf7ceae-59e7-49bd-9660-1f9d89559e09,1,0,0,1
60c2bcc5-d72d-4090-a0c8-10fe02f1a6cf,1,0,0,1
1ab3da37-ae0e-4bf7-b528-5771a1b586bb,1,0,3,2
febe2751-8999-4f61-8c61-a5108a2981b3,10,0,1,16
4568f590-4efa-4943-8a8e-0be62c323780,3,0,0,3
51d08b51-d7bb-4588-b9fa-f0b2e5704041,3,0,0,3
5145dee6-1c84-42ec-abd5-1ffaabbc48ed,2,0,0,2
f9e3b898-3a9f-4a52-8dbb-52a82f5c5415,6,0,0,10
8714483f-1c8b-4c9e-83f2-983287a72354,2,0,0,2
02eb2241-b840-4655-bb07-9f4cde84ca5a,13,0,1,13
8cc40122-733f-458e-84aa-8fbdb80a409e,1,1,1,7
81c40b0a-4603-480d-ba30-8f4fed0bdd7c,15,0,0,15
361132fc-4294-4e86-8057-58af4657f132,3,1,0,3
a332983c-2d1d-451d-92cd-111cd9edc61c,2,0,0,2
4d0094a3-b00f-4e09-bc65-84624347971b,3,1,2,5
baea0bd3-15fd-4bda-9e67-9c20393ecee3,7,0,0,7
b6bd3cba-b1c6-43f0-ba8e-133fba0416aa,2,0,0,2
c4ddc0c7-d14d-4a87-95e5-cc48752cc550,14,6,0,14
ab5d30ca-aafd-45fc-8a2d-92f86e7b73b4,1,1,0,1
ebb4de38-c6fb-49cd-ba6e-5e1c528997d0,5,1,0,5
5c32c0c6-effa-4c04-8a46-c64f381125a9,1,1,0,1
5af805ff-0d56-4b8a-8785-30e7f98de1a9,5,0,0,5
740b716f-5e53-49a2-b9c2-68a43d711af0,7,0,0,7
c46c7689-e93d-4022-b504-566df72fd622,1,1,0,1
1e8fd9b9-c5c5-4b09-a941-bb1a9bdba68a,1,2,0,0
ef91842f-70c1-455c-b952-7b4abfd196e3,4,0,0,4
4abf389d-4ef6-47e0-a4b8-941f55e6f4be,3,0,0,3
1614cfba-4f88-4dd8-9115-bb640e05be79,3,0,0,3
ce2ee780-d41c-4de4-943d-7b0b3a1b6bf7,8,0,0,8
17bc9628-5cee-4870-8993-586b195d5b83,1,2,0,1
579a98a5-201e-4bd3-a58e-e1493497adaf,25,21,0,31
89259044-54bc-427d-972a-0cc747dc78dc,6,0,0,6
62efeb97-1960-4d7e-b627-b530f07def7c,4,1,2,5
6ba80805-9029-4028-889f-59378729ab61,8,0,0,8
245179e2-e44f-4e22-b156-797bb128e476,1,2,0,0
80c77b20-843b-4799-b97a-28cfb7ccd2c0,1,2,0,1
07652514-e502-478f-9b14-759f5b85bb38,1,0,0,1
c7333acb-f67c-430b-8dec-eb3337e4dc00,11,0,0,11
78cd706e-0353-48f8-be78-c32382d2c6ae,6,0,0,6
c483d652-9f18-447a-87f4-8a3ea9869685,3,0,0,3
01adeee1-cb3d-46ff-9514-f4797299698c,4,0,0,4
0c9f91a6-4f8c-418d-b045-c5f434b40b50,3,0,0,3
68572865-7041-4689-9c92-2eb36d542190,3,0,0,3
c8321515-48be-496d-ae59-8cb83d430983,12,0,0,12
24f17e6b-0162-4966-b935-230c81bb34d1,3,0,0,3
c11ff233-b850-49ce-b31d-582318117a83,3,0,0,3
7d9904e3-a040-44ed-afd1-7bfbdb47c21c,4,0,0,4
8f52fb73-10b1-4109-846c-5cb6b5ee7c1b,6,0,0,6
99fd3902-4281-4de8-81d9-34dd5bc5eec2,1,0,0,1
3529ef4a-19a7-45bd-adc0-b29f817ee0d4,2,0,0,2
59dd79b0-4384-410d-929f-fb63b9df9aad,1,5,0,0
5cbfa5ce-a96c-4e1e-be77-c65b71a3a965,3,0,0,9
5bdc6fee-affe-4ffa-b51a-d7e5b9c1f348,13,0,0,13
1bca8c33-d5b4-4bf2-92e1-f87a45ae34e3,5,0,0,5
bd5aa2a6-6e5c-4a70-824e-bd5a41eb39d5,1,0,0,7
2b46496b-3ef7-4b8e-9888-18e148741d89,3,0,0,3
e8220c30-3470-44af-b7e3-3f2a063e6ecf,3,0,1,3
65de548e-e4b4-4603-b38f-a2cebfbb2e66,3,0,0,3
794bad72-febf-4d6b-8086-fad2db5f780c,2,0,0,2
f8280f17-055e-43db-9291-2aaf3757b9d0,1,0,11,11
3e994515-e858-4b16-982f-e2429ae1e24f,4,0,0,4
3ad6444d-0e2c-4c4d-a2fa-127ba3e9adcc,2,0,0,2
00fef613-662c-4194-8de1-164942e25fb2,7,0,0,7
84781325-1976-4cfc-80ca-3c55f2d93028,1,0,0,1
26a79d4a-4a67-4dc2-8992-c6e8e8bced0c,7,0,0,7
1397c1a3-2af9-41c4-b691-890638e7d84c,6,0,0,6
78e0bc1a-8a69-4c81-86bb-e4b787ee1425,2,1,0,2
635537f2-bc16-4799-920b-c0f920384d97,1,0,0,1
0f129b37-8b58-489a-9941-beb19593a066,2,0,0,2
edfeafcf-28ea-487a-af87-eb322bcff323,4,0,0,4
40bfc45b-315e-4d45-a11a-c347efec78fc,1,0,1,0
067e8577-0fc0-482f-9847-09e3c4aadbfb,5,1,0,6
7cbe14b6-35fa-452a-9603-91c6be7175a6,3,0,0,5
fbdd9e59-3b9e-40fc-9908-5ff9ac8835fc,4,0,0,6
69412e2b-c671-4563-a4d4-ef87f37d78c2,3,0,0,3
45c76b03-4600-4d5e-938d-d1f6ded11a49,1,1,2,2
f955ebb3-239d-457a-b146-711ce2373532,1,0,0,1
56703cb9-e873-4774-b35f-f7722ed21f2e,1,1,0,1
05615758-dd60-4551-8788-863a9ad76eac,4,0,0,4
0e1e836d-e596-4729-bb36-34d0eb90e64f,6,0,0,6
8b784277-d4c0-48b4-aab9-dbe6da58a625,5,0,0,5
29dfc4e8-cfa0-478d-a8b9-e79a2dba345e,6,0,0,6
a5006ac2-b567-48ae-bddf-f06e371c5108,4,1,2,10
affe0562-e952-4993-a2f1-90c24ad854f6,4,1,0,4
ba6179b7-861e-4c37-a2c5-bc912a51dc54,2,0,0,2
9b072bf1-94f6-4943-baeb-2167b1e613d9,1,2,0,1
cbb3301a-0437-4d20-b29e-ac67595ca33c,9,0,0,9
d5317a8c-c32c-47ef-8852-96bcb8cf4d0f,1,0,0,1
8ee7a972-167f-41f3-8b2d-152f99bdd4d5,8,0,0,8
d2344a4b-c5cd-4a49-bdf0-3039391f066f,3,0,0,8
a7fb05f8-8261-4c71-b9e3-61fb3129bcf5,2,0,0,2
fa786ec1-0a25-4da2-9ffc-69d83055d713,4,0,0,4
3a70b816-8ecc-4335-af75-51f989b239f2,2,0,0,2
ce751cf1-8a2e-4fe2-a25f-5984e42ac416,2,1,0,2
28f6eb84-a0ea-4ab2-b53c-b5949cb71caa,1,1,0,0
b3e17e03-a08e-4160-800b-dd948c4780b9,1,0,0,1
f5fa0a11-0238-44b4-b3fa-dd6b196b7d51,7,0,0,7
a62ef404-92bc-46eb-87e7-ee8ad4402365,2,0,0,2
65a27dcf-75a0-476b-aaf9-15bff31a2ebb,1,0,1,0
86d717f2-f37e-44e9-8255-d2d8047d13ff,4,0,0,4
8844ef65-fb6d-45e7-9606-77d9aee42b04,6,0,8,20
e78f9c80-b2b5-418d-a0c7-ba4e53190575,1,0,0,1
78321f69-8ef5-4087-be81-9c06ce4f484f,2,0,0,2
e8e2d4ec-5fd9-4c1d-9482-ab6152c92dd8,2,0,1,2
4abb9fd3-3e68-43ac-949f-de48fd372af3,4,0,0,9
bd51f176-6b59-45da-8812-f33e18b5c0aa,1,1,0,1
146bc6db-0cc1-488e-80d7-ef22ad20d44f,7,0,0,13
4283c2d8-16bc-44ee-9829-ca020804ae4f,3,1,5,9
b13c7581-c047-42fa-8ee5-9cfba0eb1c1f,1,2,1,3
5c8c6e6d-0c31-4066-a0ac-c3b4b1223663,2,0,0,2
d050ff0e-a95c-4dc9-bc83-1ceca33a4dfa,1,0,0,1
4be31e59-70b5-42f3-bdbe-93a99cc7fada,16,0,0,29
96f4e5b7-c639-453f-930b-761f49fab1fb,1,0,0,1
60c55cd7-b37c-4adc-83f2-a078abf50258,2,0,0,2
4574e5f0-d881-494f-b011-2ed19d89a269,6,0,0,6
91da539b-5e33-479b-afdd-60922e75dc25,1,0,0,1
596e3330-0341-41da-920d-4d4025e7826d,6,0,0,6
ed12db74-cfc7-40a0-958b-a79af1c85038,4,0,0,4
39366a5d-7831-4161-9798-15ebfc181338,3,0,0,3
f1d8c0a7-0234-4de0-a51a-1ecb6a3d95e1,4,0,0,4
624dcfc9-751c-40cf-8cdf-b2c5173498b0,7,0,0,7
4270c1f8-b809-4322-a719-ac8bc158c402,1,0,0,1
12fee3a9-22c1-46ca-93ca-d8f371deb666,3,0,2,4
b33f8537-89c4-4abc-bc34-282cf80de26f,2,0,0,2
97941ac2-dee8-4590-a02b-71457f2d2d63,1,2,0,0
ded85093-d94d-4786-8b9a-a03a60ac3549,1,0,0,1
d70b5e9c-6148-42ac-b2e9-7ed3586bc096,3,0,0,3
5ea477a6-5572-4af7-a3e6-6d4ce0cd98de,1,0,0,1
ac8a553d-5fd1-429c-a27e-72644a9d163b,4,0,0,4
d1feaa9e-de03-4b38-97ae-05d2f54b7cce,1,5,0,0
115ab94c-828f-4a67-9221-608ee18bca8c,2,0,0,2
c7cbfcc5-dde9-456c-bd8c-71f8da81b521,1,1,0,1
dc24fa2c-34aa-4cf9-8a44-46fdf57a8595,1,0,0,1
997b9eb7-58f3-403c-8d6f-b55043e0db60,3,0,0,3
0f163ebb-9f6b-402b-92af-d9aa3bc9b686,7,0,0,7
d92503bd-fba6-4d50-9abf-e3ac5efa2b2b,2,0,0,2
e22b2642-10b8-4c18-9664-77ad093098a0,2,0,0,2
891ac658-50cd-4478-abc9-adbbb96d4c51,2,0,0,2
1afd8c0d-b27c-4742-bf4a-396ede9af340,2,0,0,2
1d2dd57f-61da-402c-a4c2-578682125c3d,1,0,0,1
b1734eeb-ef66-46eb-b8bd-c7231cd74a4f,4,0,0,4
a60a0eae-a8a0-459b-815f-ac72b5d90772,2,0,0,2
63a9752d-d55f-4451-8526-4dad104aae35,1,5,0,2
4b33965b-fa5f-4baa-b664-9cad7fdcf3d2,1,0,0,1
5f45b756-6981-4d7c-a0c3-dafe2c5e6f39,2,0,0,2
08a44620-c567-46c1-bc0e-ef527a72ee52,2,0,0,2
b4311ae1-a09c-4a6c-b6fa-1463e672124c,8,0,0,13
207ba88f-b0b5-4195-a571-3787cf7d807b,3,4,0,3
3119f77c-d277-42f2-bdbc-62ba89f5a01a,1,0,0,1
ed088396-b291-4d73-a32e-cc818c3ab6b0,4,0,0,4
9e6c775e-bcc2-4cc0-9bb3-800532854206,3,0,0,3
5ab767b4-86ec-425f-ad48-de294aa4e43d,4,0,0,4
40d0a914-9a2d-4a16-8c4f-86878b95fd07,2,0,0,2
b542f820-0e97-47bc-9150-03d1aa54b9cc,4,1,0,4
88a3bcee-a05b-4884-801a-f2b0c9ebfe3b,1,0,0,1
a70a292c-ab64-412a-9511-ba7144308314,3,1,0,3
8360b44c-4022-4697-b02a-c6f76900e413,1,0,0,1
5a50c245-6bce-42c1-8277-c7046c7f00a3,1,0,0,1
c7be58df-005a-4aa6-a929-1f03e0bd0f37,3,0,0,3
c7c9760b-b493-4162-95b5-9173ea015828,1,0,1,1
d0fc95fd-d9b4-4dc5-97c0-6c38dc2235c8,1,0,2,2
a39fd852-a006-4c5b-9642-91c95f59203b,1,0,0,1
eeb55836-cbd3-44c4-be88-d3ab877bceb6,3,0,0,3
a670e2e3-36c1-489f-bb63-7c6c13b70fed,2,0,0,2
4283304b-ed14-4c66-b852-397e1c6194f1,1,0,0,1
43565454-e15e-406c-a657-14f9c12c724b,1,0,0,1
038654ca-4fd0-4c38-af47-5ee650106ae8,4,0,0,6
a672c892-00f5-4afe-a819-3d0e151dbc28,4,0,0,4
03b85e74-989f-4cf2-993f-d8411de50e3a,3,0,0,3
6d1338d3-2ccc-43b6-9739-940fb0b69f95,1,4,0,0
622b8cbf-c3f9-48ff-893b-41bc56b393b9,1,1,0,0
873ac117-46d7-4f11-9b6c-8eaa03b5ea5a,2,0,0,2
15a61baa-bfc8-4102-b988-89b554aa3083,3,0,0,4
67032147-c7ef-495c-8df1-dddbfeea6fc9,2,0,0,2
05fe4abe-5914-401a-9e52-fc0f4776d2fb,1,0,0,1
00162fd3-21b4-4371-bebe-db6b081d86ef,5,0,0,5
1d9b664f-30fe-4af1-b79d-7d4d085044e3,2,0,0,2
de497709-3403-4bc7-8404-d1b299d17d7b,2,0,0,2
41933fd0-4c02-4978-8e92-f1881b4db20c,1,0,0,1
39880976-fc9a-4e9e-ba2e-d6731c7e1ed6,2,0,0,2
0fd317ca-ae82-4b81-9231-eb48e09fc560,1,0,0,1
167bfb23-96a3-448c-9c4a-d5f759592c96,7,0,0,12
801a1178-ed5b-4f7d-9d23-1044ce6a11fa,3,0,0,3
0db57268-a350-485f-8ac5-6efc884b3979,1,0,0,1
ab8c0fa9-936d-426d-be9c-cf129b55819b,2,1,0,2
44c20831-6306-47dc-8519-50d6ba4805b1,7,0,0,7
35557292-2c8c-456a-af61-910e3cff6d62,7,1,0,7
be58e077-be2b-4f4c-8ce3-56d3b2ae99dc,2,0,0,2
9013ac0d-f457-46fd-b71b-6735c1f756a9,4,0,0,4
7fe248d8-6dfb-4496-aa9f-66a2157aa672,6,0,0,6
7f907069-8622-4249-be2d-776d82c6c5ab,1,1,0,1
c045b40f-198b-4b7d-8875-efbd841e2e85,3,0,0,3
b2eb7f36-f8fa-4cb4-93c4-bab4851a4fb2,6,0,0,6
6f85adb3-2721-4bf4-8699-8cded5a13fca,1,0,0,1
a943ab12-fa74-4aae-a977-6da8beffeebb,2,0,0,2
9f4502cb-f0a6-443b-bdba-6ec582390967,3,0,0,4
72f321dc-cefc-4e6c-be78-02d00d1be8d4,2,0,0,2
44a8e4c0-dd6d-4c51-9b12-8dfee18b0612,1,0,0,1
0ef1a597-1c91-4083-a8c5-44e134161ad3,4,0,0,8
7360b884-2557-46d3-aeca-dd3276efb4b3,2,0,0,3
0775921d-e5c8-4787-9778-c50062e9b3bd,1,0,2,2
c16292b2-6dab-491c-a338-63efea260910,2,0,0,2
c8a6c1b8-ee43-4454-99bf-47daa7e3c7ff,1,0,0,1
2db0ee6c-7161-4874-94c7-9d871496f51d,1,0,2,1
98dce880-450a-43d4-9215-6d02f262eae9,2,0,0,2
eacdcfe1-c9ef-4c5a-9b8a-3bb87c1074bf,1,0,0,1
2ff4eed8-310c-4892-9d57-9a69a1f8674b,1,0,0,1
b688cf9e-6d80-4c03-9022-ac97e05f2c1a,1,0,1,1
319b4a03-0479-4294-a0a7-ec4c073c9714,1,0,0,1
2b528215-5044-41ce-81df-e1f1e1a55172,8,0,0,8
2ace91e0-c9fb-42ed-8439-1e8c91557c19,2,1,1,2
5ddbe97f-cf8d-4000-a505-f4aed8518ce7,2,0,0,2
953c13b2-3485-4a89-b975-7a9e5ef0bc41,1,0,0,1
e6259063-aac1-4bed-a541-fbb8b2fb4952,2,0,0,2
bb957b79-bc68-4724-95c7-762e8e29ba13,6,0,0,6
0720d5ad-24ff-4b87-bc26-736bba82c27e,1,0,0,1
28161d81-06f0-43a5-823b-73f022529ce6,1,0,0,1
a2a84073-a945-4348-96d4-b2db4aa1acf2,6,0,0,6
7660d8d6-fb15-48f3-827b-2a331a9b89e0,1,0,0,1
63ab4fec-f71b-4d6b-836c-34fa902eb36e,1,0,0,1
9c4fa0d5-a3ec-4285-92e0-80c04bfa6a13,1,1,0,1
c7130125-3b7f-4c36-aa92-33d9e47b0f27,1,1,0,0
55adde0c-be71-4987-aa85-38b32e6a0cff,9,0,0,11
475bbce4-0ce6-4d75-a511-7a592cf3a771,2,0,0,2
f03b8915-7a52-4700-85c0-3c3bdf366f8f,2,0,0,2
ef8c2f75-ad92-495b-a69c-6c880acc0f78,1,0,0,1
3048d861-37fd-4718-a5e1-8b9f93eb656a,1,0,1,0
3bb6ef35-07ae-41d1-9c15-f36a70b5e574,1,0,0,1
9eb51886-a0d2-4afe-ab64-322c03128a12,1,0,0,1
a30279cb-33cb-415d-ba56-85f7e777e84d,2,0,0,2
7c6c2504-b28d-4dd0-b15b-2c95cf2ab01a,1,1,0,2
a6241a7f-34cb-46f2-bd46-b5d8f197e269,1,0,0,1
7f96466f-b79e-4bd3-b35b-f24a720f2284,2,0,0,2
e07c18c0-844b-4102-86c7-d40ad0c4fc47,2,0,2,3
72d3b746-5be7-4903-954c-24a65091e8d4,2,0,0,2
5897bdc1-c7cb-41b1-aef1-9a9460af10d8,1,0,0,1
50983b79-400f-45d4-8c47-c0c6ee93badb,7,0,0,7
26fe784f-8f2f-442a-9f23-6955f08ab1f6,2,0,0,2
b64e68d0-6389-40ba-abe0-ddf952503a1f,7,0,0,7
e7bb5d8a-a1ca-420d-8562-d1505c41acb0,2,0,0,2
8236461c-dd53-4880-a4e8-63cd35f0363f,1,0,1,0
c2bf45b0-52e1-4abb-8d4f-70a86f5afd09,1,1,1,1
01d9cdcd-c770-4d29-8ca5-dd0770962b67,1,0,0,2
b16124ba-665e-4235-bd33-72ce63624708,1,0,0,1
8411e8ae-f343-4ed1-adda-392f34317c15,1,0,0,2
e7ee1666-c6cd-4f9b-bc9a-b9d77331f822,1,1,0,0
5ac7078b-c819-490b-b3a6-84065543e52d,1,2,0,0
da495ee7-5009-43d7-868a-86e039d3c3bb,3,0,0,3
e75aef21-0eb4-4a80-9ee8-f0f0382a1231,7,0,0,7
67e59118-2b29-4943-8de2-eee74b9e1d45,1,0,0,1
543c4145-e291-4021-b9c8-d4ab82936237,1,0,0,1
e2278476-f7fc-4c53-80d2-129d4f053b3b,1,0,0,1
f6ebdd3a-757b-4966-bdad-27a598587fae,1,0,0,1
43644236-2807-453a-ba66-57a080efc1bb,2,0,0,3
37473826-bd06-497f-af78-8a5ef5a48a2d,1,0,0,1
